symbol
HDFCBANK.NS
ICICIBANK.NS
SBIN.NS
KOTAKBANK.NS
AXISBANK.NS
INDUSINDBK.NS
BANKBARODA.NS
PNB.NS
FEDERALBNK.NS
IDFCFIRSTB.NS
